,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021-02-19,485212,57404,804116,314713,3577748,418695,273101,84181,39461,1856427,980411,27834,168953,1170902,653245,331747,293215,394687,422287,43229,374974,565794,635446,477287,289892,555909,98377,198442,290300,72767,761498,182050,1577197,836650,99027,949695,418319,152190,916529,98624,123145,497937,111018,756774,2624441,365256,14251,559930,332904,129055,610974,53683
2021-02-20,485986,57406,806163,315230,3585307,419812,273101,84531,39553,1863707,983747,27886,169150,1172824,654660,332182,293215,396018,422287,43367,375737,567764,636269,478157,290242,556700,98641,198751,290671,73161,764375,182475,1585435,840096,99072,952306,419298,152711,919364,98835,123145,501277,111165,758140,2630927,366034,14359,561812,333794,129364,611789,53683
2021-02-21,486843,57406,807967,315514,3590439,420614,273101,84732,39648,1868772,985505,27968,169150,1174409,655541,332760,293215,396997,424176,43497,376355,569284,636269,479036,290632,557278,98779,198949,290972,73413,766405,182789,1591672,842637,99107,953767,420345,152818,921285,99084,123145,504149,111304,759011,2635411,366735,14493,564115,333794,129616,612240,53795
2021-02-22,487520,57751,809474,315759,3594532,421294,275334,85090,39755,1872923,987041,28002,169584,1175655,656358,333080,294080,397526,424644,43594,376966,570546,637928,479591,290874,558218,98810,199045,291145,73665,769109,183023,1597969,844770,99210,955378,420856,153135,922788,99257,123980,505589,111334,760067,2641776,367073,14608,565270,334962,129854,612712,53900
2021-02-23,488973,57808,810658,316593,3600603,422390,276691,85228,39844,1878533,990821,28044,169866,1177320,657037,333964,294091,399013,426048,43736,377628,571783,639712,480091,291222,559438,99040,199402,291543,73923,772267,183335,1604892,846284,99327,958153,421223,153645,925690,99476,124262,506912,111546,761910,2653585,367789,14691,567039,335693,130139,613419,53944
2021-02-24,490220,57996,811968,317396,3606644,423558,278184,85506,39943,1885661,994061,28093,170289,1179342,658043,334665,295189,400307,426925,43900,378490,573885,641270,480845,291891,560327,99242,199782,292059,74258,775386,183781,1611031,849630,99415,959995,422038,154062,928456,99519,124718,509044,111808,763822,2661102,368601,14768,568946,336565,130382,614260,53988
2021-02-25,491110,58179,812907,318122,3612673,424677,279159,85801,40122,1892301,997388,28124,170595,1181226,659127,335244,295215,401750,427689,44118,379466,575993,642868,481831,292811,561281,99445,200163,292630,74568,778963,184080,1619924,852981,99504,962404,423191,154554,930910,99619,125185,511546,111964,765500,2668465,369433,14840,570982,337653,130813,615225,54202
2021-02-26,491849,58291,814528,318638,3618744,426198,279946,86098,40284,1898223,1000822,28239,170907,1183667,660071,335855,295997,402926,428592,44296,380436,577980,644125,482978,293542,561987,99613,200447,293029,74893,782833,184736,1627998,855905,99571,964380,424062,154878,934328,99860,125622,513295,112107,766624,2676426,370084,14963,572639,338822,131234,616018,54350
2021-02-27,492683,58295,815707,319195,3624077,427462,279946,86517,40478,1903682,1004187,28369,171140,1185447,660942,336282,295997,403947,428592,44493,381272,579680,645550,483790,294091,562624,99837,200720,293488,75166,786967,184888,1636040,858548,99602,966154,424843,155315,937812,100044,125622,515072,112293,768066,2687519,370770,15098,574314,339773,131580,616886,54350
2021-02-28,493252,58296,816782,322415,3627981,428303,279946,86799,40598,1909221,1006521,28380,171140,1186696,661673,336465,295997,404622,430100,44635,382099,581148,645550,484594,294795,562920,99954,200882,293754,75424,789356,185132,1643867,858548,99646,967422,425557,155597,939627,100297,125622,516823,112427,768903,2691334,371235,15198,576050,339773,131855,617367,54394
2021-03-01,493769,58681,817821,322509,3631014,429839,282626,87080,40684,1910921,1008660,28381,171462,1187839,662213,336890,296644,405126,430504,44763,382702,582543,647415,485230,294994,563489,100003,200946,293980,75588,792496,185297,1650303,862170,99749,968874,425946,155787,941357,100584,126588,517976,112470,769469,2695155,371492,15284,577174,340708,132048,617700,54471
2021-03-02,494421,58838,818670,322949,3635279,430615,283128,87193,40767,1918100,1011807,28423,171836,1189416,662750,337520,296654,406201,431271,44944,383170,582844,649057,485655,295295,564139,100158,201346,294289,75803,795785,185542,1656684,863409,99859,970583,426065,156037,943933,100735,126849,518823,112652,771013,2702902,371979,15372,578559,341441,132184,618307,54527
2021-03-03,497154,59035,819954,323353,3639656,431670,283622,87425,40818,1924114,1014542,28424,172288,1191520,663511,338041,297444,407373,431771,45091,383956,584743,650762,486434,295675,564834,100351,201608,294684,75990,799476,185898,1663248,865554,99977,972605,426821,156287,946543,100765,127285,519996,112833,772312,2710724,372708,15487,580108,342236,132416,619087,54616
